ID_Expediente,TipoPrestacion,TipoRecurso,TieneSentencia,CruceISSHistorico,ResultadoValIndicios,ResultadoValNomina,ResultadoValHL,TieneDocumentosAdicionales,ExisteRegistroEmbargo,RequiereRevisionHL,UltimoEmpleadorPublico,RecibePensionActual,TienePQRSPendiente,TieneRequerimientoExterno,EstadoRequerimientoInterno,TieneTiemposNoISS,EstadoVinculacionBEPS,AsignarBancoBEPS,ClasificacionModelo,ClasificacionEsperada,ResultadoValidacion
EXP-000525,Sobrevivientes,Reposicion,Si,No,No,Si,Si,Si,No,Si,No,Si,Si,No,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000526,Auxilio Funerario,Ninguno,No,No,No,Si,Si,Si,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000527,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Automatico,Automatico,CORRECTO
EXP-000528,Sustitucion,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000529,Auxilio Funerario,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000530,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Mixto,INCORRECTO
EXP-000531,Vejez,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000532,Vejez,Ninguno,No,No,Si,No,No,Si,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000533,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,Si,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000534,Vejez,Ninguno,No,No,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000535,Sustitucion,Ninguno,No,Si,Si,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000536,Sobrevivientes,Apelacion,No,No,Si,Si,No,No,No,No,Si,No,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000537,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000538,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Automatico,Automatico,CORRECTO
EXP-000539,Invalidez Especial,Ninguno,No,No,Si,Si,No,Si,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000540,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000541,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000542,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,Si,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000543,Auxilio Funerario,Reposicion,No,No,No,Si,Si,Si,No,No,Si,Si,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000544,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000545,Convenio Internacional,Reposicion,No,No,No,Si,Si,No,Si,No,No,No,No,Si,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000546,Sustitucion,Ninguno,No,No,Si,No,No,No,Si,Si,No,No,Si,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000547,Auxilio Funerario,Ninguno,No,Si,No,No,No,No,Si,Si,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000548,Invalidez Especial,Ninguno,Si,No,No,Si,No,Si,Si,Si,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000549,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000550,Sustitucion,Ninguno,No,Si,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Manual,Manual,CORRECTO
EXP-000551,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,Si,Cerrado,No,No aplica,Si,Mixto,Mixto,CORRECTO
EXP-000552,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000553,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,Si,Mixto,Mixto,CORRECTO
EXP-000554,Auxilio Funerario,Ninguno,No,No,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000555,Convenio Internacional,Ninguno,No,No,Si,No,Si,No,No,No,No,No,Si,Si,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000556,Sustitucion,Ninguno,No,No,No,No,No,No,No,Si,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000557,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000558,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,Si,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000559,Vejez,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000560,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000561,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000562,Sobrevivientes,Ninguno,No,No,Si,Si,Si,No,No,Si,No,No,No,Si,Cerrado,No,No aplica,Si,Manual,Manual,CORRECTO
EXP-000563,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000564,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000565,Auxilio Funerario,Ninguno,No,No,No,Si,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000566,Vejez,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,Prospecto,No,Mixto,Mixto,CORRECTO
EXP-000567,Convenio Internacional,Apelacion,No,Si,No,No,Si,No,No,Si,No,Si,Si,No,Cerrado,No,Vinculado,No,Manual,Manual,CORRECTO
EXP-000568,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000569,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000570,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000571,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000572,Vejez,Ninguno,No,No,Si,No,No,No,Si,No,No,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000573,Auxilio Funerario,Ninguno,No,Si,No,No,Si,Si,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000574,Sustitucion,Ninguno,No,No,No,No,No,No,No,Si,Si,Si,No,No,Cerrado,No,No aplica,No,Mixto,Manual,INCORRECTO
EXP-000575,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Automatico,Automatico,CORRECTO
EXP-000576,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Automatico,Automatico,CORRECTO
EXP-000577,Vejez,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000578,Vejez,Ninguno,No,No,No,No,No,Si,No,Si,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000579,Sustitucion,Ninguno,No,Si,No,Si,No,No,Si,No,No,No,Si,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000580,Sustitucion,Ninguno,No,No,No,Si,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000581,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Automatico,INCORRECTO
EXP-000582,Sustitucion,Ninguno,Si,Si,No,No,No,Si,Si,No,No,Si,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000583,Vejez,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000584,Vejez,Ninguno,No,No,Si,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000585,Vejez,Ninguno,Si,Si,Si,Si,No,No,No,Si,Si,No,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000586,Vejez,Ninguno,No,No,Si,Si,No,No,No,No,No,No,No,No,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000587,Sustitucion,Ninguno,Si,Si,No,No,No,Si,No,No,No,Si,No,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000588,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Prospecto,No,Automatico,Automatico,CORRECTO
EXP-000589,Vejez,Ninguno,No,No,No,No,Si,No,No,No,No,Si,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000590,Sobrevivientes,Apelacion,No,No,Si,No,Si,Si,No,No,No,No,Si,No,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000591,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Automatico,Automatico,CORRECTO
EXP-000592,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000593,Sobrevivientes,Reposicion,No,Si,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000594,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000595,Sobrevivientes,Reposicion,Si,No,Si,No,Si,Si,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000596,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000597,Auxilio Funerario,Ninguno,No,No,No,No,No,No,Si,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000598,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000599,Auxilio Funerario,Ninguno,No,No,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000600,Sobrevivientes,Ninguno,Si,Si,Si,Si,No,No,No,No,No,No,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000601,Invalidez Especial,Ninguno,No,Si,Si,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000602,Sustitucion,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000603,Convenio Internacional,Ninguno,Si,No,Si,Si,Si,Si,Si,No,No,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000604,Sustitucion,Ninguno,No,No,No,No,No,No,Si,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000605,Sobrevivientes,Apelacion,No,No,Si,No,No,No,No,Si,No,No,No,Si,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000606,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000607,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Automatico,Automatico,CORRECTO
EXP-000608,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,Si,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000609,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,Prospecto,No,Mixto,Mixto,CORRECTO
EXP-000610,Vejez,Reposicion,No,No,No,No,No,No,No,No,Si,No,Si,No,Cerrado,No,Vinculado,Si,Manual,Automatico,INCORRECTO
EXP-000611,Sustitucion,Ninguno,No,Si,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000612,Vejez,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000613,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000614,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,Si,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000615,Auxilio Funerario,Apelacion,No,No,Si,No,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000616,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Automatico,Automatico,CORRECTO
EXP-000617,Sobrevivientes,Ninguno,No,No,Si,No,Si,Si,No,Si,No,Si,No,No,Abierto,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000618,Auxilio Funerario,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000619,Sustitucion,Ninguno,No,Si,Si,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000620,Sustitucion,Apelacion,No,No,Si,Si,No,No,No,Si,Si,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000621,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000622,Vejez,Ninguno,Si,No,No,Si,Si,No,No,Si,Si,No,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000623,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Prospecto,No,Automatico,Automatico,CORRECTO
EXP-000624,Convenio Internacional,Ninguno,No,No,No,Si,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000625,Convenio Internacional,Ninguno,No,No,No,No,Si,Si,No,No,Si,Si,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000626,Auxilio Funerario,Apelacion,No,No,No,No,No,Si,No,No,No,No,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000627,Vejez,Ninguno,No,No,No,Si,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000628,Convenio Internacional,Reposicion,No,No,Si,Si,No,No,No,No,No,Si,Si,Si,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000629,Invalidez Especial,Apelacion,No,No,Si,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000630,Auxilio Funerario,Ninguno,No,Si,No,No,No,No,No,No,No,Si,Si,Si,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000631,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,No,Cerrado,No,Prospecto,No,Mixto,Mixto,CORRECTO
EXP-000632,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000633,Sustitucion,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000634,Auxilio Funerario,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000635,Invalidez Especial,Ninguno,No,Si,Si,No,No,No,No,Si,No,Si,No,Si,Cerrado,No,Prospecto,No,Manual,Automatico,INCORRECTO
EXP-000636,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Automatico,Automatico,CORRECTO
EXP-000637,Auxilio Funerario,Apelacion,Si,No,No,Si,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000638,Invalidez Especial,Reposicion,No,No,No,No,Si,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000639,Vejez,Ninguno,Si,No,No,No,No,No,Si,No,No,No,No,No,Cerrado,Si,No aplica,Si,Manual,Manual,CORRECTO
EXP-000640,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000641,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Automatico,Automatico,CORRECTO
EXP-000642,Sobrevivientes,Reposicion,No,No,No,No,No,No,Si,No,No,No,No,No,Abierto,No,Prospecto,No,Manual,Manual,CORRECTO
EXP-000643,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000644,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000645,Auxilio Funerario,Reposicion,No,No,No,No,No,Si,Si,No,Si,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000646,Sobrevivientes,Apelacion,No,No,Si,No,No,No,No,No,No,No,Si,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000647,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000648,Sustitucion,Ninguno,No,No,Si,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Manual,INCORRECTO
EXP-000649,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000650,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Automatico,Automatico,CORRECTO
EXP-000651,Sustitucion,Ninguno,No,No,No,No,No,No,Si,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000652,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000653,Invalidez Especial,Reposicion,Si,No,No,No,Si,No,No,No,No,Si,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000654,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000655,Sobrevivientes,Ninguno,No,No,No,Si,No,Si,No,No,No,No,No,Si,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000656,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000657,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Automatico,Automatico,CORRECTO
EXP-000658,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000659,Auxilio Funerario,Reposicion,No,No,Si,No,Si,No,No,Si,No,Si,No,No,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000660,Sobrevivientes,Ninguno,Si,No,No,Si,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000661,Invalidez Especial,Apelacion,No,No,No,No,No,No,No,No,Si,No,Si,Si,Cerrado,Si,No aplica,Si,Manual,Manual,CORRECTO
EXP-000662,Sustitucion,Reposicion,No,No,No,No,No,Si,No,Si,No,No,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000663,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,Si,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000664,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000665,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000666,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000667,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000668,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Automatico,Automatico,CORRECTO
EXP-000669,Convenio Internacional,Ninguno,Si,Si,No,No,No,Si,No,No,No,No,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000670,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000671,Sustitucion,Ninguno,Si,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000672,Vejez,Reposicion,No,No,No,Si,No,Si,Si,Si,No,Si,Si,No,Cerrado,No,No aplica,No,Manual,Automatico,INCORRECTO
EXP-000673,Auxilio Funerario,Apelacion,No,No,No,No,Si,Si,No,No,No,No,No,Si,Abierto,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000674,Auxilio Funerario,Reposicion,Si,No,No,Si,No,No,No,No,Si,No,No,Si,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000675,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000676,Auxilio Funerario,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000677,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,Vinculado,No,Mixto,Mixto,CORRECTO
EXP-000678,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000679,Sustitucion,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000680,Sustitucion,Ninguno,No,No,No,No,No,No,Si,No,No,Si,Si,No,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000681,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000682,Auxilio Funerario,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Abierto,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000683,Auxilio Funerario,Ninguno,No,No,Si,No,Si,No,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000684,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000685,Vejez,Ninguno,No,No,Si,Si,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000686,Convenio Internacional,Ninguno,No,No,No,No,No,No,No,No,No,Si,Si,No,Abierto,No,Vinculado,No,Manual,Manual,CORRECTO
EXP-000687,Convenio Internacional,Apelacion,No,No,No,No,No,Si,Si,Si,No,No,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000688,Convenio Internacional,Apelacion,No,No,Si,No,Si,Si,No,Si,Si,Si,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000689,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000690,Convenio Internacional,Apelacion,No,No,No,No,No,Si,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000691,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000692,Convenio Internacional,Reposicion,No,No,No,No,No,Si,No,Si,Si,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000693,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,Si,Mixto,Mixto,CORRECTO
EXP-000694,Sustitucion,Ninguno,Si,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000695,Convenio Internacional,Ninguno,No,No,No,Si,Si,No,No,Si,Si,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000696,Sobrevivientes,Ninguno,Si,No,Si,Si,No,Si,Si,No,No,No,No,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000697,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000698,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000699,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
